"date","beach","ecoli","status","rain","DOY"
2015-07-17,"MNY",20.4767251107922,"swim",FALSE,2019-07-17
2015-07-17,"PEB",61.7800850567412,"swim",FALSE,2019-07-17
2015-07-17,"PRB",49.5967836467282,"swim",FALSE,2019-07-17
2015-07-17,"WBO",13.1950791077289,"swim",FALSE,2019-07-17
2015-07-18,"BRT",14.3096908110526,"swim",FALSE,2019-07-18
2015-07-18,"MNY",39.6096425435362,"swim",FALSE,2019-07-18
2015-07-18,"PEB",58.6336117459012,"swim",FALSE,2019-07-18
2015-07-18,"PRB",79.8194998278591,"swim",FALSE,2019-07-18
2015-07-18,"WBO",27.0192007704123,"swim",FALSE,2019-07-18
2015-07-19,"BRT",16.9521820307244,"swim",FALSE,2019-07-19
2015-07-19,"MNY",20.4767251107922,"swim",FALSE,2019-07-19
2015-07-19,"PEB",35.6520491593201,"swim",FALSE,2019-07-19
2015-07-19,"PRB",115.41824660313,"swim",FALSE,2019-07-19
2015-07-19,"WBO",34.2018163455593,"swim",FALSE,2019-07-19
2015-07-20,"BRT",30.8625357683187,"swim",FALSE,2019-07-20
2015-07-20,"MNY",24.5950948584936,"swim",FALSE,2019-07-20
2015-07-20,"PEB",23.5215804504935,"swim",FALSE,2019-07-20
2015-07-20,"PRB",91.1055184868386,"swim",FALSE,2019-07-20
2015-07-20,"WBO",28.2523450049477,"swim",FALSE,2019-07-20
2015-07-21,"BRT",12.4573093961552,"swim",FALSE,2019-07-21
2015-07-21,"MNY",13.1950791077289,"swim",FALSE,2019-07-21
2015-07-21,"PEB",27.5945932292243,"swim",FALSE,2019-07-21
2015-07-21,"PRB",31.9047418913514,"swim",FALSE,2019-07-21
2015-07-21,"WBO",70.2916044869961,"swim",FALSE,2019-07-21
2015-07-22,"BRT",70.6484330052357,"swim",FALSE,2019-07-22
2015-07-22,"MNY",65.108422397461,"swim",FALSE,2019-07-22
2015-07-22,"PEB",17.82602457966,"swim",FALSE,2019-07-22
2015-07-22,"PRB",114.552050282981,"swim",FALSE,2019-07-22
2015-07-22,"WBO",32.4534222319921,"swim",FALSE,2019-07-22
2015-07-23,"BRT",62.0738229566144,"swim",FALSE,2019-07-23
2015-07-23,"MNY",43.5858725430449,"swim",FALSE,2019-07-23
2015-07-23,"PEB",178.536050922502,"swim",FALSE,2019-07-23
2015-07-23,"PRB",23.9770499707034,"swim",FALSE,2019-07-23
2015-07-23,"WBO",17.4110112659225,"swim",FALSE,2019-07-23
2015-07-24,"BRT",17.82602457966,"swim",FALSE,2019-07-24
2015-07-24,"MNY",45.3586631053211,"swim",FALSE,2019-07-24
2015-07-24,"PEB",29.3015605158352,"swim",FALSE,2019-07-24
2015-07-24,"PRB",28.4666067937235,"swim",FALSE,2019-07-24
2015-07-24,"WBO",13.1950791077289,"swim",FALSE,2019-07-24
2015-07-25,"BRT",74.4024042111217,"swim",FALSE,2019-07-25
2015-07-25,"MNY",11.4869835499704,"swim",FALSE,2019-07-25
2015-07-25,"PEB",96.5730298907511,"swim",FALSE,2019-07-25
2015-07-25,"PRB",32.8750365903445,"swim",FALSE,2019-07-25
2015-07-25,"WBO",16.4375182951723,"swim",FALSE,2019-07-25
2015-07-26,"BRT",16.4375182951723,"swim",FALSE,2019-07-26
2015-07-26,"MNY",24.5950948584936,"swim",FALSE,2019-07-26
2015-07-26,"PEB",12.4573093961552,"swim",FALSE,2019-07-26
2015-07-26,"PRB",123.790981505057,"swim",FALSE,2019-07-26
2015-07-26,"WBO",79.7484226894186,"swim",FALSE,2019-07-26
2015-07-27,"BRT",21.689435423954,"swim",FALSE,2019-07-27
2015-07-27,"MNY",91.2773522555165,"swim",FALSE,2019-07-27
2015-07-27,"PEB",26.0517108469735,"swim",FALSE,2019-07-27
2015-07-27,"PRB",97.5439343651897,"swim",FALSE,2019-07-27
2015-07-27,"WBO",142.365396922052,"swim",FALSE,2019-07-27
2015-07-28,"BRT",17.1877192758748,"swim",FALSE,2019-07-28
2015-07-28,"MNY",21.689435423954,"swim",FALSE,2019-07-28
2015-07-28,"PEB",18.881750225898,"swim",FALSE,2019-07-28
2015-07-28,"PRB",38.5591497825106,"swim",FALSE,2019-07-28
2015-07-28,"WBO",48.1644937056138,"swim",FALSE,2019-07-28
2015-07-29,"BRT",27.0192007704123,"swim",FALSE,2019-07-29
2015-07-29,"MNY",13.1950791077289,"swim",FALSE,2019-07-29
2015-07-29,"PEB",10,"swim",FALSE,2019-07-29
2015-07-29,"PRB",30.2507446578071,"swim",FALSE,2019-07-29
2015-07-29,"WBO",23.5215804504935,"swim",FALSE,2019-07-29
2015-07-30,"BRT",17.1877192758748,"swim",FALSE,2019-07-30
2015-07-30,"MNY",10,"swim",FALSE,2019-07-30
2015-07-30,"PEB",13.1950791077289,"swim",FALSE,2019-07-30
2015-07-30,"PRB",31.0299822810917,"swim",FALSE,2019-07-30
2015-07-30,"WBO",122.128754389529,"swim",FALSE,2019-07-30
2015-07-31,"BRT",68.5346750939765,"swim",FALSE,2019-07-31
2015-07-31,"MNY",12.4573093961552,"swim",FALSE,2019-07-31
2015-07-31,"PEB",31.0369114783072,"swim",FALSE,2019-07-31
2015-07-31,"PRB",75.3833076771029,"swim",FALSE,2019-07-31
2015-07-31,"WBO",184.851580005234,"no swim",FALSE,2019-07-31
2015-08-01,"BRT",20,"swim",FALSE,2019-08-01
2015-08-01,"MNY",16.4375182951723,"swim",FALSE,2019-08-01
2015-08-01,"PEB",75.0527258142253,"swim",FALSE,2019-08-01
2015-08-01,"PRB",58.5146784908771,"swim",FALSE,2019-08-01
2015-08-01,"WBO",45.7305051927327,"swim",FALSE,2019-08-01
2015-08-02,"BRT",11.4869835499704,"swim",FALSE,2019-08-02
2015-08-02,"MNY",11.4869835499704,"swim",FALSE,2019-08-02
2015-08-02,"PEB",27.7985163527231,"swim",FALSE,2019-08-02
2015-08-02,"PRB",43.6466620018894,"swim",FALSE,2019-08-02
2015-08-02,"WBO",21.8672414788656,"swim",FALSE,2019-08-02
2015-08-03,"BRT",48.1644937056138,"swim",FALSE,2019-08-03
2015-08-03,"MNY",10,"swim",FALSE,2019-08-03
2015-08-03,"PEB",19.4729436123034,"swim",FALSE,2019-08-03
2015-08-03,"PRB",35.9443181873802,"swim",FALSE,2019-08-03
2015-08-03,"WBO",65.6017244365967,"swim",FALSE,2019-08-03
2015-08-04,"BRT",42.2357152993351,"swim",FALSE,2019-08-04
2015-08-04,"MNY",31.0369114783072,"swim",FALSE,2019-08-04
2015-08-04,"PEB",35.6520491593201,"swim",FALSE,2019-08-04
2015-08-04,"PRB",59.1149329630217,"swim",FALSE,2019-08-04
2015-08-04,"WBO",88.4053915442495,"swim",FALSE,2019-08-04
2015-08-05,"BRT",106.267552586152,"swim",FALSE,2019-08-05
2015-08-05,"MNY",123.821626633582,"swim",FALSE,2019-08-05
2015-08-05,"PEB",17.4110112659225,"swim",FALSE,2019-08-05
2015-08-05,"PRB",40.5263697279205,"swim",FALSE,2019-08-05
2015-08-05,"WBO",59.6629000083781,"swim",FALSE,2019-08-05
2015-08-06,"BRT",49.3934618915144,"swim",FALSE,2019-08-06
2015-08-06,"MNY",10,"swim",FALSE,2019-08-06
2015-08-06,"PEB",161.179502485153,"swim",FALSE,2019-08-06
2015-08-06,"PRB",30.6297735611826,"swim",FALSE,2019-08-06
2015-08-06,"WBO",56.5046900098953,"swim",FALSE,2019-08-06
2015-08-07,"BRT",15.157165665104,"swim",FALSE,2019-08-07
2015-08-07,"MNY",18.881750225898,"swim",FALSE,2019-08-07
2015-08-07,"PEB",38.1677890961818,"swim",FALSE,2019-08-07
2015-08-07,"PRB",44.4036911609881,"swim",FALSE,2019-08-07
2015-08-07,"WBO",80.1129617900834,"swim",FALSE,2019-08-07
2015-08-08,"BRT",11.4869835499704,"swim",FALSE,2019-08-08
2015-08-08,"MNY",17.4110112659225,"swim",FALSE,2019-08-08
2015-08-08,"PEB",31.291346445319,"swim",FALSE,2019-08-08
2015-08-08,"PRB",24.9146187923103,"swim",FALSE,2019-08-08
2015-08-08,"WBO",21.689435423954,"swim",FALSE,2019-08-08
2015-08-09,"BRT",13.1950791077289,"swim",FALSE,2019-08-09
2015-08-09,"MNY",13.1950791077289,"swim",FALSE,2019-08-09
2015-08-09,"PEB",11.4869835499704,"swim",FALSE,2019-08-09
2015-08-09,"PRB",40.9534502215844,"swim",FALSE,2019-08-09
2015-08-09,"WBO",21.689435423954,"swim",FALSE,2019-08-09
2015-08-10,"BRT",23.5215804504935,"no swim",TRUE,2019-08-10
2015-08-10,"MNY",22.2064303492292,"no swim",TRUE,2019-08-10
2015-08-10,"PEB",136.700217312619,"no swim",TRUE,2019-08-10
2015-08-10,"PRB",42.2555852083725,"no swim",TRUE,2019-08-10
2015-08-10,"WBO",29.9255573947769,"no swim",TRUE,2019-08-10
2015-08-11,"BRT",36.4112840605216,"no swim",TRUE,2019-08-11
2015-08-11,"MNY",566.762976958919,"no swim",FALSE,2019-08-11
2015-08-11,"PEB",278.707510354798,"no swim",FALSE,2019-08-11
2015-08-11,"PRB",207.6110851215,"no swim",FALSE,2019-08-11
2015-08-11,"WBO",72.2269088945593,"no swim",TRUE,2019-08-11
2015-08-12,"BRT",230.997994613781,"no swim",FALSE,2019-08-12
2015-08-12,"MNY",97.3241805975882,"swim",FALSE,2019-08-12
2015-08-12,"PEB",54.6976013703207,"swim",FALSE,2019-08-12
2015-08-12,"PRB",352.368743567971,"no swim",FALSE,2019-08-12
2015-08-12,"WBO",175.287772375306,"no swim",FALSE,2019-08-12
2015-08-13,"BRT",66.9390976566419,"swim",FALSE,2019-08-13
2015-08-13,"MNY",17.4110112659225,"swim",FALSE,2019-08-13
2015-08-13,"PEB",126.181371962889,"swim",FALSE,2019-08-13
2015-08-13,"PRB",96.1487999335145,"swim",FALSE,2019-08-13
2015-08-13,"WBO",92.7503281815108,"swim",FALSE,2019-08-13
2015-08-14,"BRT",16.4375182951723,"swim",FALSE,2019-08-14
2015-08-14,"MNY",21.689435423954,"swim",FALSE,2019-08-14
2015-08-14,"PEB",102.546917652859,"no swim",FALSE,2019-08-14
2015-08-14,"PRB",80.4174801040324,"swim",FALSE,2019-08-14
2015-08-14,"WBO",56.9679052028351,"swim",FALSE,2019-08-14
2015-08-15,"BRT",45.9479341998814,"swim",FALSE,2019-08-15
2015-08-15,"MNY",36.5018605135924,"swim",FALSE,2019-08-15
2015-08-15,"PEB",39.7307752111093,"swim",FALSE,2019-08-15
2015-08-15,"PRB",103.295514786355,"swim",FALSE,2019-08-15
2015-08-15,"WBO",33.658654363386,"swim",FALSE,2019-08-15
2016-06-18,"BRT",10,"swim",FALSE,2019-06-18
2016-06-18,"MNY",14.3096908110526,"swim",FALSE,2019-06-18
2016-06-18,"PEB",15.157165665104,"swim",FALSE,2019-06-18
2016-06-18,"PRB",26.7294940447095,"swim",FALSE,2019-06-18
2016-06-18,"WBO",15.157165665104,"swim",FALSE,2019-06-18
2016-06-19,"BRT",11.4869835499704,"swim",FALSE,2019-06-19
2016-06-19,"MNY",10,"swim",FALSE,2019-06-19
2016-06-19,"PEB",11.4869835499704,"swim",FALSE,2019-06-19
2016-06-19,"PRB",20,"swim",FALSE,2019-06-19
2016-06-19,"WBO",11.4869835499704,"swim",FALSE,2019-06-19
2016-06-20,"BRT",20.4767251107922,"swim",FALSE,2019-06-20
2016-06-20,"MNY",10,"swim",FALSE,2019-06-20
2016-06-20,"PEB",20.4767251107922,"swim",FALSE,2019-06-20
2016-06-20,"PRB",27.0192007704123,"swim",FALSE,2019-06-20
2016-06-20,"WBO",30.6388706280041,"swim",FALSE,2019-06-20
2016-06-21,"BRT",12.4573093961552,"swim",FALSE,2019-06-21
2016-06-21,"MNY",11.4869835499704,"swim",FALSE,2019-06-21
2016-06-21,"PEB",58.2738691715238,"swim",FALSE,2019-06-21
2016-06-21,"PRB",231.228980700609,"no swim",FALSE,2019-06-21
2016-06-21,"WBO",10,"swim",FALSE,2019-06-21
2016-06-22,"BRT",15.157165665104,"swim",FALSE,2019-06-22
2016-06-22,"MNY",10,"swim",FALSE,2019-06-22
2016-06-22,"PEB",28.8539981181443,"swim",FALSE,2019-06-22
2016-06-22,"PRB",95.5461724820673,"swim",FALSE,2019-06-22
2016-06-22,"WBO",45.5461019856367,"swim",FALSE,2019-06-22
2016-06-23,"BRT",18.881750225898,"swim",FALSE,2019-06-23
2016-06-23,"MNY",11.4869835499704,"swim",FALSE,2019-06-23
2016-06-23,"PEB",17.82602457966,"swim",FALSE,2019-06-23
2016-06-23,"PRB",93.2060404726451,"swim",FALSE,2019-06-23
2016-06-23,"WBO",46.4398437900346,"swim",FALSE,2019-06-23
2016-06-24,"BRT",13.7972966146121,"swim",FALSE,2019-06-24
2016-06-24,"MNY",11.4869835499704,"swim",FALSE,2019-06-24
2016-06-24,"PEB",27.5945932292243,"swim",FALSE,2019-06-24
2016-06-24,"PRB",80.6758805975933,"swim",FALSE,2019-06-24
2016-06-24,"WBO",14.3096908110526,"swim",FALSE,2019-06-24
2016-06-25,"BRT",12.4573093961552,"swim",FALSE,2019-06-25
2016-06-25,"MNY",28.2523450049477,"swim",FALSE,2019-06-25
2016-06-25,"PEB",28.2523450049477,"swim",FALSE,2019-06-25
2016-06-25,"PRB",41.7098937584507,"swim",FALSE,2019-06-25
2016-06-25,"WBO",12.4573093961552,"swim",FALSE,2019-06-25
2016-06-26,"BRT",10,"swim",FALSE,2019-06-26
2016-06-26,"MNY",15.157165665104,"swim",FALSE,2019-06-26
2016-06-26,"PEB",12.4573093961552,"swim",FALSE,2019-06-26
2016-06-26,"PRB",36.5018605135923,"swim",FALSE,2019-06-26
2016-06-26,"WBO",12.4573093961552,"swim",FALSE,2019-06-26
2016-06-27,"BRT",13.1950791077289,"swim",FALSE,2019-06-27
2016-06-27,"MNY",10,"swim",FALSE,2019-06-27
2016-06-27,"PEB",12.4573093961552,"swim",FALSE,2019-06-27
2016-06-27,"PRB",15.157165665104,"swim",FALSE,2019-06-27
2016-06-27,"WBO",48.5160966864693,"swim",FALSE,2019-06-27
2016-06-28,"BRT",10,"swim",FALSE,2019-06-28
2016-06-28,"MNY",69.4611555595325,"swim",FALSE,2019-06-28
2016-06-28,"PEB",13.7972966146121,"swim",FALSE,2019-06-28
2016-06-28,"PRB",51.5600644203051,"swim",FALSE,2019-06-28
2016-06-28,"WBO",26.0517108469735,"swim",FALSE,2019-06-28
2016-06-29,"BRT",26.0517108469735,"swim",FALSE,2019-06-29
2016-06-29,"MNY",11.4869835499704,"swim",FALSE,2019-06-29
2016-06-29,"PEB",27.0192007704123,"swim",FALSE,2019-06-29
2016-06-29,"PRB",225.023383557419,"no swim",FALSE,2019-06-29
2016-06-29,"WBO",218.492984125941,"no swim",FALSE,2019-06-29
2016-06-30,"BRT",90.5822661225181,"swim",FALSE,2019-06-30
2016-06-30,"MNY",18.881750225898,"swim",FALSE,2019-06-30
2016-06-30,"PEB",20.9127910518255,"swim",FALSE,2019-06-30
2016-06-30,"PRB",40.7846945974964,"swim",FALSE,2019-06-30
2016-06-30,"WBO",38.9805984091619,"swim",FALSE,2019-06-30
2016-07-01,"BRT",13.7972966146121,"swim",FALSE,2019-07-01
2016-07-01,"MNY",11.4869835499704,"swim",FALSE,2019-07-01
2016-07-01,"PEB",15.157165665104,"swim",FALSE,2019-07-01
2016-07-01,"PRB",51.8965743261481,"swim",FALSE,2019-07-01
2016-07-01,"WBO",37.2791927319135,"swim",FALSE,2019-07-01
2016-07-02,"BRT",13.7972966146121,"swim",FALSE,2019-07-02
2016-07-02,"MNY",11.4869835499704,"swim",FALSE,2019-07-02
2016-07-02,"PEB",15.157165665104,"swim",FALSE,2019-07-02
2016-07-02,"PRB",16.4375182951723,"swim",FALSE,2019-07-02
2016-07-02,"WBO",17.82602457966,"swim",FALSE,2019-07-02
2016-07-03,"BRT",51.9395712101739,"swim",FALSE,2019-07-03
2016-07-03,"MNY",37.9195532927946,"swim",FALSE,2019-07-03
2016-07-03,"PEB",18.2056420302608,"swim",FALSE,2019-07-03
2016-07-03,"PRB",81.9495159191191,"swim",FALSE,2019-07-03
2016-07-03,"WBO",335.097748565679,"no swim",FALSE,2019-07-03
2016-07-04,"BRT",17.82602457966,"swim",FALSE,2019-07-04
2016-07-04,"MNY",16.4375182951723,"swim",FALSE,2019-07-04
2016-07-04,"PEB",25.5084900125158,"swim",FALSE,2019-07-04
2016-07-04,"PRB",61.2777412560081,"swim",FALSE,2019-07-04
2016-07-04,"WBO",44.7370765888058,"swim",FALSE,2019-07-04
2016-07-05,"BRT",10,"swim",FALSE,2019-07-05
2016-07-05,"MNY",17.82602457966,"swim",FALSE,2019-07-05
2016-07-05,"PEB",11.8920711500272,"swim",FALSE,2019-07-05
2016-07-05,"PRB",22.8942848510666,"swim",FALSE,2019-07-05
2016-07-05,"WBO",52.9391418431329,"swim",FALSE,2019-07-05
2016-07-06,"BRT",11.4869835499704,"swim",FALSE,2019-07-06
2016-07-06,"MNY",11.4869835499704,"swim",FALSE,2019-07-06
2016-07-06,"PEB",20.4767251107922,"swim",FALSE,2019-07-06
2016-07-06,"PRB",27.9489902525997,"swim",FALSE,2019-07-06
2016-07-06,"WBO",22.6793315526605,"swim",FALSE,2019-07-06
2016-07-07,"BRT",11.4869835499704,"swim",FALSE,2019-07-07
2016-07-07,"MNY",10,"swim",FALSE,2019-07-07
2016-07-07,"PEB",11.4869835499704,"swim",FALSE,2019-07-07
2016-07-07,"PRB",15.8189535566701,"swim",FALSE,2019-07-07
2016-07-07,"WBO",95.3039776570441,"swim",FALSE,2019-07-07
2016-07-08,"BRT",17.82602457966,"swim",FALSE,2019-07-08
2016-07-08,"MNY",43.0345505415662,"swim",FALSE,2019-07-08
2016-07-08,"PEB",528.851300715571,"no swim",FALSE,2019-07-08
2016-07-08,"PRB",37.4006473467514,"swim",FALSE,2019-07-08
2016-07-08,"WBO",15.157165665104,"swim",FALSE,2019-07-08
2016-07-09,"BRT",31.0369114783072,"swim",FALSE,2019-07-09
2016-07-09,"MNY",17.4110112659225,"swim",FALSE,2019-07-09
2016-07-09,"PEB",16.4375182951723,"swim",FALSE,2019-07-09
2016-07-09,"PRB",40.0580361967081,"swim",FALSE,2019-07-09
2016-07-09,"WBO",14.3096908110526,"swim",FALSE,2019-07-09
2016-07-10,"BRT",10,"swim",FALSE,2019-07-10
2016-07-10,"MNY",19.3318204493176,"swim",FALSE,2019-07-10
2016-07-10,"PEB",91.4427108621141,"swim",FALSE,2019-07-10
2016-07-10,"PRB",186.024677868105,"swim",FALSE,2019-07-10
2016-07-10,"WBO",21.689435423954,"swim",FALSE,2019-07-10
2016-07-11,"BRT",68.5346750939765,"swim",FALSE,2019-07-11
2016-07-11,"MNY",243.721947723822,"no swim",FALSE,2019-07-11
2016-07-11,"PEB",58.2738691715238,"swim",FALSE,2019-07-11
2016-07-11,"PRB",608.838463292657,"no swim",FALSE,2019-07-11
2016-07-11,"WBO",41.6940525104117,"swim",FALSE,2019-07-11
2016-07-12,"BRT",31.0369114783072,"swim",FALSE,2019-07-12
2016-07-12,"MNY",131.214245733846,"no swim",FALSE,2019-07-12
2016-07-12,"PEB",176.177603764683,"swim",FALSE,2019-07-12
2016-07-12,"PRB",166.766333054926,"no swim",FALSE,2019-07-12
2016-07-12,"WBO",32.8750365903445,"swim",FALSE,2019-07-12
2016-07-13,"BRT",52.4250721921983,"swim",FALSE,2019-07-13
2016-07-13,"MNY",27.2406992742666,"swim",FALSE,2019-07-13
2016-07-13,"PEB",72.0407545912048,"swim",FALSE,2019-07-13
2016-07-13,"PRB",86.0121207552355,"swim",FALSE,2019-07-13
2016-07-13,"WBO",13.1950791077289,"swim",FALSE,2019-07-13
2016-07-14,"BRT",126.793931695774,"swim",FALSE,2019-07-14
2016-07-14,"MNY",42.4964494014029,"swim",FALSE,2019-07-14
2016-07-14,"PEB",272.841455864662,"no swim",FALSE,2019-07-14
2016-07-14,"PRB",177.293030168994,"swim",FALSE,2019-07-14
2016-07-14,"WBO",11.4869835499704,"swim",FALSE,2019-07-14
2016-07-15,"BRT",15.157165665104,"swim",FALSE,2019-07-15
2016-07-15,"MNY",57.4606255691054,"swim",FALSE,2019-07-15
2016-07-15,"PEB",43.8432765486578,"swim",FALSE,2019-07-15
2016-07-15,"PRB",1000,"no swim",FALSE,2019-07-15
2016-07-15,"WBO",129.559150323842,"swim",FALSE,2019-07-15
2016-07-16,"BRT",84.6871610245124,"swim",FALSE,2019-07-16
2016-07-16,"MNY",545.016012437133,"no swim",FALSE,2019-07-16
2016-07-16,"PEB",40.4282321707986,"swim",FALSE,2019-07-16
2016-07-16,"PRB",159.365670985781,"no swim",FALSE,2019-07-16
2016-07-16,"WBO",73.272124302932,"swim",FALSE,2019-07-16
2016-07-17,"BRT",38.6636408986353,"swim",FALSE,2019-07-17
2016-07-17,"MNY",46.1789292741588,"swim",FALSE,2019-07-17
2016-07-17,"PEB",144.223794618842,"swim",FALSE,2019-07-17
2016-07-17,"PRB",238.852013809432,"no swim",FALSE,2019-07-17
2016-07-17,"WBO",24.0822468528069,"swim",FALSE,2019-07-17
2016-07-18,"BRT",11.4869835499704,"swim",FALSE,2019-07-18
2016-07-18,"MNY",44.4128606984584,"swim",FALSE,2019-07-18
2016-07-18,"PEB",348.83825140773,"no swim",FALSE,2019-07-18
2016-07-18,"PRB",69.0349813196016,"swim",FALSE,2019-07-18
2016-07-18,"WBO",73.6021922817833,"swim",FALSE,2019-07-18
2016-07-19,"BRT",14.3096908110526,"swim",FALSE,2019-07-19
2016-07-19,"MNY",78.6964892633998,"swim",FALSE,2019-07-19
2016-07-19,"PEB",96.9834116624087,"swim",FALSE,2019-07-19
2016-07-19,"PRB",45.1299309651016,"swim",FALSE,2019-07-19
2016-07-19,"WBO",20,"swim",FALSE,2019-07-19
2016-07-20,"BRT",26.3901582154579,"swim",FALSE,2019-07-20
2016-07-20,"MNY",27.6632373444518,"swim",FALSE,2019-07-20
2016-07-20,"PEB",36.8010961408917,"swim",FALSE,2019-07-20
2016-07-20,"PRB",51.8252853102721,"swim",FALSE,2019-07-20
2016-07-20,"WBO",17.1877192758748,"swim",FALSE,2019-07-20
2016-07-21,"BRT",17.82602457966,"swim",FALSE,2019-07-21
2016-07-21,"MNY",11.4869835499704,"swim",FALSE,2019-07-21
2016-07-21,"PEB",45.4714969953119,"swim",FALSE,2019-07-21
2016-07-21,"PRB",29.3570896606199,"swim",FALSE,2019-07-21
2016-07-21,"WBO",58.4188308369101,"swim",FALSE,2019-07-21
2016-07-22,"BRT",11.4869835499704,"swim",FALSE,2019-07-22
2016-07-22,"MNY",22,"swim",FALSE,2019-07-22
2016-07-22,"PEB",14.3096908110526,"swim",FALSE,2019-07-22
2016-07-22,"PRB",37.9897802792663,"swim",FALSE,2019-07-22
2016-07-22,"WBO",11.4869835499704,"swim",FALSE,2019-07-22
2016-07-23,"BRT",27.0192007704123,"swim",FALSE,2019-07-23
2016-07-23,"MNY",11.4869835499704,"swim",FALSE,2019-07-23
2016-07-23,"PEB",56.2192981908252,"swim",FALSE,2019-07-23
2016-07-23,"PRB",40.0721312455325,"swim",FALSE,2019-07-23
2016-07-23,"WBO",17.4110112659225,"swim",FALSE,2019-07-23
2016-07-24,"BRT",35.9443181873802,"swim",FALSE,2019-07-24
2016-07-24,"MNY",10,"swim",FALSE,2019-07-24
2016-07-24,"PEB",29.3015605158352,"swim",FALSE,2019-07-24
2016-07-24,"PRB",20.9127910518255,"swim",FALSE,2019-07-24
2016-07-24,"WBO",100.408646484963,"swim",FALSE,2019-07-24
2016-07-25,"BRT",13.1950791077289,"swim",FALSE,2019-07-25
2016-07-25,"MNY",10,"swim",FALSE,2019-07-25
2016-07-25,"PEB",23.5215804504935,"swim",FALSE,2019-07-25
2016-07-25,"PRB",23.5215804504935,"swim",FALSE,2019-07-25
2016-07-25,"WBO",10,"swim",FALSE,2019-07-25
2016-07-26,"BRT",10,"swim",FALSE,2019-07-26
2016-07-26,"MNY",134.824724545978,"swim",FALSE,2019-07-26
2016-07-26,"PEB",69.9941681245545,"swim",FALSE,2019-07-26
2016-07-26,"PRB",31.3758727412686,"swim",FALSE,2019-07-26
2016-07-26,"WBO",72.5935617980741,"swim",FALSE,2019-07-26
2016-07-27,"BRT",47.679110069098,"swim",FALSE,2019-07-27
2016-07-27,"MNY",35.1948202893552,"swim",FALSE,2019-07-27
2016-07-27,"PEB",232.96395198671,"no swim",FALSE,2019-07-27
2016-07-27,"PRB",133.660024863915,"swim",FALSE,2019-07-27
2016-07-27,"WBO",132.380778133789,"swim",FALSE,2019-07-27
2016-07-28,"BRT",26.3071686525871,"swim",FALSE,2019-07-28
2016-07-28,"MNY",25.5084900125158,"swim",FALSE,2019-07-28
2016-07-28,"PEB",37.2791927319135,"swim",FALSE,2019-07-28
2016-07-28,"PRB",58.5526699330413,"swim",FALSE,2019-07-28
2016-07-28,"WBO",39.8742113447093,"swim",FALSE,2019-07-28
2016-07-29,"BRT",20.4767251107922,"swim",FALSE,2019-07-29
2016-07-29,"MNY",81.7355455934512,"swim",FALSE,2019-07-29
2016-07-29,"PEB",65.7842823944086,"swim",FALSE,2019-07-29
2016-07-29,"PRB",391.190006096404,"no swim",FALSE,2019-07-29
2016-07-29,"WBO",18.881750225898,"swim",FALSE,2019-07-29
2016-07-30,"BRT",13.1950791077289,"swim",FALSE,2019-07-30
2016-07-30,"MNY",121.622210300323,"swim",FALSE,2019-07-30
2016-07-30,"PEB",22.6793315526605,"swim",FALSE,2019-07-30
2016-07-30,"PRB",51.1363445182851,"swim",FALSE,2019-07-30
2016-07-30,"WBO",39.8742113447093,"swim",FALSE,2019-07-30
2016-07-31,"BRT",10,"swim",FALSE,2019-07-31
2016-07-31,"MNY",16.4375182951723,"swim",FALSE,2019-07-31
2016-07-31,"PEB",16.4375182951723,"swim",FALSE,2019-07-31
2016-07-31,"PRB",28.6193816221051,"swim",FALSE,2019-07-31
2016-07-31,"WBO",21.689435423954,"swim",FALSE,2019-07-31
2016-08-01,"BRT",67.5263727182882,"swim",FALSE,2019-08-01
2016-08-01,"MNY",24.9146187923103,"swim",FALSE,2019-08-01
2016-08-01,"PEB",88.2575556138233,"swim",FALSE,2019-08-01
2016-08-01,"PRB",37.4434246110972,"swim",FALSE,2019-08-01
2016-08-01,"WBO",14.3096908110526,"swim",FALSE,2019-08-01
2016-08-02,"BRT",55.0156321196687,"swim",FALSE,2019-08-02
2016-08-02,"MNY",12.4573093961552,"swim",FALSE,2019-08-02
2016-08-02,"PEB",34.460950649911,"swim",FALSE,2019-08-02
2016-08-02,"PRB",27.640337020476,"swim",FALSE,2019-08-02
2016-08-02,"WBO",11.4869835499704,"swim",FALSE,2019-08-02
2016-08-03,"BRT",132.722851890107,"swim",FALSE,2019-08-03
2016-08-03,"MNY",55.9279908079453,"swim",FALSE,2019-08-03
2016-08-03,"PEB",12.4573093961552,"swim",FALSE,2019-08-03
2016-08-03,"PRB",37.5627408139146,"swim",FALSE,2019-08-03
2016-08-03,"WBO",29.9255573947769,"swim",FALSE,2019-08-03
2016-08-04,"BRT",14.3096908110526,"swim",FALSE,2019-08-04
2016-08-04,"MNY",12.4573093961552,"swim",FALSE,2019-08-04
2016-08-04,"PEB",21.689435423954,"swim",FALSE,2019-08-04
2016-08-04,"PRB",22.2837185598548,"swim",FALSE,2019-08-04
2016-08-04,"WBO",18.881750225898,"swim",FALSE,2019-08-04
2016-08-05,"BRT",80.8564643415972,"swim",FALSE,2019-08-05
2016-08-05,"MNY",81.9495159191191,"swim",FALSE,2019-08-05
2016-08-05,"PEB",10,"swim",FALSE,2019-08-05
2016-08-05,"PRB",318.112867036339,"no swim",FALSE,2019-08-05
2016-08-05,"WBO",15.5184557391536,"swim",FALSE,2019-08-05
